Priority,Tender Agency,Tender Detail,Technology,Capacity MW,State,Winner Group,Winner SPV,Tariff,Expected COD,Months to COD,COD Basis,Confidence,Tender Ref No,Award Date,Source URL,Award URL
56,GUVNL,"NLC India, KP Group Win GUVNL’s 450 MW/900 MWh Standalone BESS Auction - energetica-india.net",Energy Storage (BESS),450.0,,NLC India,,,2028-02-12,17,18 months from award (Energy Storage (BESS)),Press report - verify,,2026-08-12,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOY1VXRGsyNTZORk9rUW9qakRMYXdWWnFNSlpEMmp0NXoyemlBcEYxWXg2YWdFSTNjMzc2RFplNm1YMUJUdUFudGRiQnVXOGN3d19DWFo1RGRrNW9wdnVBUlZkSm0tYVVVT1hGYldRZExsT19tNWlpUmdVeWNkMmNSeV9VVDJKRm5Kd3lEYkp2NTdVOEpSdVBGcnhzT0p0clQ5OHlkQkhiZVU?oc=5,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOY1VXRGsyNTZORk9rUW9qakRMYXdWWnFNSlpEMmp0NXoyemlBcEYxWXg2YWdFSTNjMzc2RFplNm1YMUJUdUFudGRiQnVXOGN3d19DWFo1RGRrNW9wdnVBUlZkSm0tYVVVT1hGYldRZExsT19tNWlpUmdVeWNkMmNSeV9VVDJKRm5Kd3lEYkp2NTdVOEpSdVBGcnhzT0p0clQ5OHlkQkhiZVU?oc=5
57,NLC India,NLC India Renewables wins 450 MW Gujarat BESS; second bidder Rs 1 behind - Power Peak Digest,Energy Storage (BESS),450.0,Gujarat,Renew,,,2028-02-11,17,18 months from award (Energy Storage (BESS)),Press report - verify,,2026-08-11,https://news.google.com/rss/articles/CBMigwFBVV95cUxOT0VUZnU3akNTakpydTBMUHg5bmRtdEpEZTZiOXBQV3JOS1Y2bkk0UVJiQll1RDNpbDlFQVBpN0JweXIwTkZmX09KVmx2OXhJWUllWWNTTG94VEhYMmpOSUJWaTEyU2lkWXljSVBSWHdkQ0puajl2SmpDUWJRUl9XNzk0dw?oc=5,https://news.google.com/rss/articles/CBMigwFBVV95cUxOT0VUZnU3akNTakpydTBMUHg5bmRtdEpEZTZiOXBQV3JOS1Y2bkk0UVJiQll1RDNpbDlFQVBpN0JweXIwTkZmX09KVmx2OXhJWUllWWNTTG94VEhYMmpOSUJWaTEyU2lkWXljSVBSWHdkQ0puajl2SmpDUWJRUl9XNzk0dw?oc=5
58,NLC India,GUVNL Awards 450 MW/900 MWh BESS Phase-IX To NLC India Renewables And Sun Drops Energia - SolarQuarter,Solar + Storage,450.0,,Renew,,,2028-08-12,23,24 months from award (Solar + Storage),Press report - verify,,2026-08-12,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWE1YeEJVdDZ1OXQwN2taTUpQSDJHVGNEOU9telNxb1BOMnJPT25DVjZ1SmRvVF83YVpPUE44SHpDUXhHMnNzWWo4RWo0cHowcU82a1c3Ulp3emIwY2dLcW5NSHVSNnpIZjJCSjdCWmFFRU5OUUxFRlpNX2oyOWNQQ2ZLLUdvclhQTW52Zjd6YklpNGhmNkJsRUItMU91NHJHX0xrVUxkV1F1RDlldzVuUE1RVHVnZWRGZVgxamlhbjg0Zw?oc=5,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWE1YeEJVdDZ1OXQwN2taTUpQSDJHVGNEOU9telNxb1BOMnJPT25DVjZ1SmRvVF83YVpPUE44SHpDUXhHMnNzWWo4RWo0cHowcU82a1c3Ulp3emIwY2dLcW5NSHVSNnpIZjJCSjdCWmFFRU5OUUxFRlpNX2oyOWNQQ2ZLLUdvclhQTW52Zjd6YklpNGhmNkJsRUItMU91NHJHX0xrVUxkV1F1RDlldzVuUE1RVHVnZWRGZVgxamlhbjg0Zw?oc=5
59,SJVN Green Energy,"ACME Solar bags 400 MW firm, dispatchable renewable project from SJVN - Business Standard",Solar,400.0,,ACME Solar; renew,,,2027-11-11,14,24 months from award (Solar),Press report - verify,,2025-11-11,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPSXFKLURtVWtyNU9mV3NnNnQwU2RiX3g2WlJqY2dablRuaFZkT2o3R244TjlqNnJiTF95cm1zbXVwY2dGMjN5Wmd4ZHdNZW93VjU5MVFtU1BoY3kzNTBGWnF0UVU0eU5HSjZtUDZvV0Y2dWFPYWtJVGEyWnNjZ0daRDR2cEpVNlJVdHM4UkJvMDhScDB0VmdhS01YQ2lGX2ZIQ2tneEY4ek5zbWxRT19LZlhXU280d0RKdU9uUTVqMEtLZmJrTG41Y25TU0hPZVAzRzJR0gHYAUFVX3lxTE9FX1JSZkx0c3FQbkdQdmZ5cl9yVHNOd2p2R09BczdqWjhoZ1o3STE3RTZqUDktRVN3TjlnWHJpUDItUk40cGQwbHJTLUQ0LUtVNjY2bEdJSDNqZ0VMc0xUbm9uRUdfZHlEdG9PZVdjUHZ4cnZWSkJxMkczaUlwSmRFSjZJdG5aN01fQWZhMjltYmNwTl8tS3g4MHdYbVA1bFFfd0ZfVXppYUFjVUxONGgwVFNoUWNRcmNoSy10RHluVHNZcy12eHUwbW5xY2dRV0ZmbVFkQUx3YQ?oc=5,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPSXFKLURtVWtyNU9mV3NnNnQwU2RiX3g2WlJqY2dablRuaFZkT2o3R244TjlqNnJiTF95cm1zbXVwY2dGMjN5Wmd4ZHdNZW93VjU5MVFtU1BoY3kzNTBGWnF0UVU0eU5HSjZtUDZvV0Y2dWFPYWtJVGEyWnNjZ0daRDR2cEpVNlJVdHM4UkJvMDhScDB0VmdhS01YQ2lGX2ZIQ2tneEY4ek5zbWxRT19LZlhXU280d0RKdU9uUTVqMEtLZmJrTG41Y25TU0hPZVAzRzJR0gHYAUFVX3lxTE9FX1JSZkx0c3FQbkdQdmZ5cl9yVHNOd2p2R09BczdqWjhoZ1o3STE3RTZqUDktRVN3TjlnWHJpUDItUk40cGQwbHJTLUQ0LUtVNjY2bEdJSDNqZ0VMc0xUbm9uRUdfZHlEdG9PZVdjUHZ4cnZWSkJxMkczaUlwSmRFSjZJdG5aN01fQWZhMjltYmNwTl8tS3g4MHdYbVA1bFFfd0ZfVXppYUFjVUxONGgwVFNoUWNRcmNoSy10RHluVHNZcy12eHUwbW5xY2dRV0ZmbVFkQUx3YQ?oc=5
60,NTPC,SUPPLY OF SOLAR PV MODULES FOR 400MW SOLAR PROJECT IN CHITRAKOOT IN U.P.,Solar,400.0,,Pace Digitek,,,2028-04-21,19,24 months from award (Solar),Press report - verify,NRE-CS-5822-004(MOD-2)-9,2026-04-21,https://ntpctender.ntpc.co.in/NITDetails/NITs/29427,https://news.google.com/rss/articles/CBMiyAFBVV95cUxOUTkzQ1dXY3J1c1pXVy1EdG5QT28tX2x2ejRoRVJEeEtCdzBPZ0xSdkhuVkYyekltNVl5bGJkX3JiZ3AyLTZ6QlREeTdaY0M5VWU2VzJMVS1BX1hoSUtHUFkyLXF3d2M2Nk9qd3ZSOWhDSFoxZ2dyR0hERGZWTV9iRU1FZWdpWFFva1VfSWhxb09JVHlwMFRwaGJ4eXN2LW5sTWwzQm0taDRudFVYWm11OENaYnpORGozby03aXdYeUdZeUo1UGtlWg?oc=5
61,SECI,Tata Power Wins SECI Contract For 324 MW/2592 MWh Pumped Storage Project With 40-Year Energy Storage Agreement - SolarQuarter,Pumped Storage,324.0,,Tata Power,,,2031-07-20,58,60 months from award (Pumped Storage),Press report - verify,,2026-07-20,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPZURwcS1McVVwMGQ3Y295V1MyMlg5elc2MEFYZmx1SVBpZTVuT3FDR0VjbFZPQXRiZ1I0VU5qYnhGQzNIZjEzQS13dzNoUmJaUmEwNVhvZXFhaUcxSDJUcmEwUXR3OUVoWUQ4aVdkWWR2NlJTTVpXOWlHS1B0RHJoVTVHY3NrX2Eycl9iaDc2UzQwZm9ESVpJUG9sN19mUFNwMWdMUHFUUDJFVzVJcGVlSUZnU0x3Mnc5RjgtOC05Sm9LWFVrZGRLaVlhVmtLNnMwVVYxTE9LQkpjSFZXWjAyUw?oc=5,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPZURwcS1McVVwMGQ3Y295V1MyMlg5elc2MEFYZmx1SVBpZTVuT3FDR0VjbFZPQXRiZ1I0VU5qYnhGQzNIZjEzQS13dzNoUmJaUmEwNVhvZXFhaUcxSDJUcmEwUXR3OUVoWUQ4aVdkWWR2NlJTTVpXOWlHS1B0RHJoVTVHY3NrX2Eycl9iaDc2UzQwZm9ESVpJUG9sN19mUFNwMWdMUHFUUDJFVzVJcGVlSUZnU0x3Mnc5RjgtOC05Sm9LWFVrZGRLaVlhVmtLNnMwVVYxTE9LQkpjSFZXWjAyUw?oc=5
62,SECI,ACME Solar wins 301 MW FDRE project from SECI - ET EnergyWorld,Solar,301.0,,ACME Solar,,,2028-02-06,17,24 months from award (Solar),Press report - verify,,2026-02-06,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQaDQ3VjB0SWNsUFBUbkJvNkpyZk9felJpVDFZR0VzZlk2YWR2SGJOY1R6QUlpbERyb0J0QllNa3ozV0xzdmRxeGJQLU5zWllSREtSbnFIcHRWME9lbmVkMnJQdUJaeG04dk9zNk1YTGxEYmtZU1drUHoxejd1X19Cb2pxeUtUYThTbU52R3RmQzJiUUREYkZUUTRwcFM2QkFpM3dyTHRwSDE3TndMaW1xc3Y5WUk2NmxyTWNFM0VQT3pDZ3JsUVdNVXZSX0oxRThseVJRbmtmdWVYUGvSAeABQVVfeXFMTXM0QWpLUzdvVlYyNEtIZ2gwa0Vmd250T3MxYW5ETkRWaWJ5V3ZmTHkzaGlUdl8wcUdVNW9BT19jOExabDlCb1pwUFV2LTF0U0szNnFKcGJYR3BLY2x2cWhfYVpYYm51VHFHdUhUN3dtRlRxbXNKNHRDdjRKOFlQZXZJUUt0SmhpVlFkdEt2NXJXQzc3eVFxLUQ1VTBReDE1azh2WDAyTm5ZZEdKR0JSOWRxSVpiYnZza1FCbDNGc0txdlFtUVJDaFd6cU1JR3ZyVllZWTZzQUl3TmxkWDIzS1Q?oc=5,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQaDQ3VjB0SWNsUFBUbkJvNkpyZk9felJpVDFZR0VzZlk2YWR2SGJOY1R6QUlpbERyb0J0QllNa3ozV0xzdmRxeGJQLU5zWllSREtSbnFIcHRWME9lbmVkMnJQdUJaeG04dk9zNk1YTGxEYmtZU1drUHoxejd1X19Cb2pxeUtUYThTbU52R3RmQzJiUUREYkZUUTRwcFM2QkFpM3dyTHRwSDE3TndMaW1xc3Y5WUk2NmxyTWNFM0VQT3pDZ3JsUVdNVXZSX0oxRThseVJRbmtmdWVYUGvSAeABQVVfeXFMTXM0QWpLUzdvVlYyNEtIZ2gwa0Vmd250T3MxYW5ETkRWaWJ5V3ZmTHkzaGlUdl8wcUdVNW9BT19jOExabDlCb1pwUFV2LTF0U0szNnFKcGJYR3BLY2x2cWhfYVpYYm51VHFHdUhUN3dtRlRxbXNKNHRDdjRKOFlQZXZJUUt0SmhpVlFkdEt2NXJXQzc3eVFxLUQ1VTBReDE1azh2WDAyTm5ZZEdKR0JSOWRxSVpiYnZza1FCbDNGc0txdlFtUVJDaFd6cU1JR3ZyVllZWTZzQUl3TmxkWDIzS1Q?oc=5
63,NTPC,NTPC Green Energy Awards 300 MW Solar Project To Bondada Engineering in Rajasthan - Saur Energy,Solar,300.0,Rajasthan,NTPC Green,,,2028-05-11,20,24 months from award (Solar),Press report - verify,,2026-05-11,https://news.google.com/rss/articles/CBMivwFBVV95cUxOcVhnaU1TdWIwc3RiY0hwN2JWRU9rZlVnNVQ2dk9EMDRIX3k5VTVQall3NVY0RmdJdEJpbnZ6V3NMR2tiVF9FOUZSRlhCLVQzWTl0aG43M3gzMWx1NzI0YzRMWkxMN19MeUswWm8yLVh0V2NIRk44cWlvVUVfRXpjQmtTYmtHdDUtVnFuMUdSMFlmV25YdlZaRlpWcGxNQWNhLVlpQUtzWFdZcEgwUmIxYjBqRnFDaXBPbGtTSUxjcw?oc=5,https://news.google.com/rss/articles/CBMivwFBVV95cUxOcVhnaU1TdWIwc3RiY0hwN2JWRU9rZlVnNVQ2dk9EMDRIX3k5VTVQall3NVY0RmdJdEJpbnZ6V3NMR2tiVF9FOUZSRlhCLVQzWTl0aG43M3gzMWx1NzI0YzRMWkxMN19MeUswWm8yLVh0V2NIRk44cWlvVUVfRXpjQmtTYmtHdDUtVnFuMUdSMFlmV25YdlZaRlpWcGxNQWNhLVlpQUtzWFdZcEgwUmIxYjBqRnFDaXBPbGtTSUxjcw?oc=5
64,SECI,ACME Solar Wins 300 MW SECI Peak Power Tender at ₹6/kWh - mvapulse.com,Solar,300.0,,ACME Solar,,,2028-08-25,23,24 months from award (Solar),Press report - verify,,2026-08-25,https://news.google.com/rss/articles/CBMikwFBVV95cUxNaVRZZFRBSmhQVndNZjJUc0lwcFNwMTdwWmJRYzRsWTdsbkRDZmxFNUFPQk5PMzRzZU9KckZHRHVKalpiWnZkcUJfQk1udjhtNXVjN3BDa0c4UXhnbEpWVENtb2xSR0JuWDNYRE9Kc3hjdW5VYzN0MkhQdUQxMTBmU2NzVzE0YVdnRUNhZ0kwMktOOWc?oc=5,https://news.google.com/rss/articles/CBMikwFBVV95cUxNaVRZZFRBSmhQVndNZjJUc0lwcFNwMTdwWmJRYzRsWTdsbkRDZmxFNUFPQk5PMzRzZU9KckZHRHVKalpiWnZkcUJfQk1udjhtNXVjN3BDa0c4UXhnbEpWVENtb2xSR0JuWDNYRE9Kc3hjdW5VYzN0MkhQdUQxMTBmU2NzVzE0YVdnRUNhZ0kwMktOOWc?oc=5
65,MPPMCL,"MPPMCL Partially Awards 293 MW Under 800 MW Wind Tender To Ayana Renewable, BPCL - Saur Energy",Wind,293.0,,Ayana Renewable,,,2028-07-01,22,24 months from award (Wind),Press report - verify,,2026-07-01,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQajF0QTl6RXBsVkt6cU5wODhVRDR2cXkzejhWM2RpV0t5bDhDWHl6ZzhQY3ZQQVZ0ZzU5TWdqVFR0MXNicFZfaW5jWjMxNzFwcmlSeXY5bzI0QzdfRDhBMDlKdlZ3UTVMMXVJd2xlc0hGOXhkTTh2d3VEaENuUG8tNTVkTzVXUy0tWTIwOU9kcWk2SGJpTDhMRmxzUk81Q0trX2tIbTROSkhtM3lEakRzb0x4aGxvWGhVNlRRckpDOGtES0NGR2hWTA?oc=5,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQajF0QTl6RXBsVkt6cU5wODhVRDR2cXkzejhWM2RpV0t5bDhDWHl6ZzhQY3ZQQVZ0ZzU5TWdqVFR0MXNicFZfaW5jWjMxNzFwcmlSeXY5bzI0QzdfRDhBMDlKdlZ3UTVMMXVJd2xlc0hGOXhkTTh2d3VEaENuUG8tNTVkTzVXUy0tWTIwOU9kcWk2SGJpTDhMRmxzUk81Q0trX2tIbTROSkhtM3lEakRzb0x4aGxvWGhVNlRRckpDOGtES0NGR2hWTA?oc=5
66,NVVN,"Sunsure Energy and EnerGrid Win NVVN’s 250 MW/1,000 MWh BESS Auction - Energetica India Magazine",Energy Storage (BESS),250.0,,Sunsure,,,2027-01-28,4,18 months from award (Energy Storage (BESS)),Press report - verify,,2025-07-28,https://news.google.com/rss/articles/CBMipwFBVV95cUxQWkVhZDdsd3M1MllmTDZDd3ZXWmpEelJyakxVQlptZXN1VzNKQ2NXekRudnpHYmVBZHNrck8tU2ZrbXc1cWdyaGYxTUdUSHFuQmgydkY2VlFUU0FHMnd2a0FyRDQ5QnlLWlFsNVVXOFhUc0ZBdXFkTWVwYWpuVXQxSTJCNkFDZUw3eDk1TTZfbEx6NW9mUjVIdUpLTHlzYnpja3Y3MTJuRQ?oc=5,https://news.google.com/rss/articles/CBMipwFBVV95cUxQWkVhZDdsd3M1MllmTDZDd3ZXWmpEelJyakxVQlptZXN1VzNKQ2NXekRudnpHYmVBZHNrck8tU2ZrbXc1cWdyaGYxTUdUSHFuQmgydkY2VlFUU0FHMnd2a0FyRDQ5QnlLWlFsNVVXOFhUc0ZBdXFkTWVwYWpuVXQxSTJCNkFDZUw3eDk1TTZfbEx6NW9mUjVIdUpLTHlzYnpja3Y3MTJuRQ?oc=5
67,NVVN,"Tender Result: Sunsure, EnerGrid Win NVVN’s 250 MW/1,000 MWh BESS Project - Saur Energy",Energy Storage (BESS),250.0,,Sunsure,,,2027-01-26,4,18 months from award (Energy Storage (BESS)),Press report - verify,,2025-07-26,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPSUc2NFlYeXFIcXBXZzR3M3hLbVFLRzFmM1NUZFJaWHVDeVFRc3hSbkdsREQzYXVyZ0pBN0NDdGdGbnVvMWlaNnE3Nkd2YllFNDlKUVZ3Yzdyd0lWTlhyaXhJSTZBTHRZUDg0amtObzF4NVFDOF92SFhTZjZFYjBLT2pSX1N4N0MxZ1FYeVRqbml1SUVXX2NXTVgxa0xpaUNBa1NMRE44aEJVczQ?oc=5,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPSUc2NFlYeXFIcXBXZzR3M3hLbVFLRzFmM1NUZFJaWHVDeVFRc3hSbkdsREQzYXVyZ0pBN0NDdGdGbnVvMWlaNnE3Nkd2YllFNDlKUVZ3Yzdyd0lWTlhyaXhJSTZBTHRZUDg0amtObzF4NVFDOF92SFhTZjZFYjBLT2pSX1N4N0MxZ1FYeVRqbml1SUVXX2NXTVgxa0xpaUNBa1NMRE44aEJVczQ?oc=5
68,NVVN,"Sunsure and Enerica Bag NVVN’s 250 MW/1,000 MWh BESS Auction - Mercomindia.com",Energy Storage (BESS),250.0,,Sunsure,,,2027-02-27,5,18 months from award (Energy Storage (BESS)),Press report - verify,,2025-08-27,https://news.google.com/rss/articles/CBMihgFBVV95cUxOVWVlQVBrXzhUUDVuaW1WWVRJa2h2YVNxY1VWMjRDeUpZYUFjOHJUOUk4TmJIYXllQ2RMTWNlRjk3R19JRVI4N3JtNzBqbS1JempyWHdKSExobHZhcERQWDhZN2U5bzRKX29zVUh5UWpxbFVzc0QyX29ScnZGQmlSeEpuX1pJUQ?oc=5,https://news.google.com/rss/articles/CBMihgFBVV95cUxOVWVlQVBrXzhUUDVuaW1WWVRJa2h2YVNxY1VWMjRDeUpZYUFjOHJUOUk4TmJIYXllQ2RMTWNlRjk3R19JRVI4N3JtNzBqbS1JempyWHdKSExobHZhcERQWDhZN2U5bzRKX29zVUh5UWpxbFVzc0QyX29ScnZGQmlSeEpuX1pJUQ?oc=5
69,GUVNL,"GUVNL Awards 250 MW Wind Project to KPI, Juniper, Jakson Green & Inox - Saur Energy",Wind,250.0,,Juniper; Jakson,,,2027-04-24,7,24 months from award (Wind),Press report - verify,,2025-04-24,https://news.google.com/rss/articles/CBMirwFBVV95cUxOdS1faFdQWUNtbjFSMFBJM00wMmtIS0VYWkFJT1BkWEhOaThBQkhOUTQ4VFFFT2hDQ1lWWmlnejZzUHNLSUVsX0hGazhHWnhlckVGclRyMGRmMDdOWjhOdjZUWHNQdkFDWlhOblZyelpiRkxsMGdiM3I1M1VUVFotU3U1N1JUeW1LdDZhNjVtTVFLZ3JUbl9uOTlZMzhiREdJXzdXN05wV3hYd3VBQWpZ?oc=5,https://news.google.com/rss/articles/CBMirwFBVV95cUxOdS1faFdQWUNtbjFSMFBJM00wMmtIS0VYWkFJT1BkWEhOaThBQkhOUTQ4VFFFT2hDQ1lWWmlnejZzUHNLSUVsX0hGazhHWnhlckVGclRyMGRmMDdOWjhOdjZUWHNQdkFDWlhOblZyelpiRkxsMGdiM3I1M1VUVFotU3U1N1JUeW1LdDZhNjVtTVFLZ3JUbl9uOTlZMzhiREdJXzdXN05wV3hYd3VBQWpZ?oc=5
70,GUVNL,"GUVNL Sets New Tariff Benchmark In 250 MW Auction; KPI Green, Jakson Green, And Inox Neo Emerge Winners - WindInsider",Unclassified,250.0,,Jakson,,,2027-04-24,7,24 months from award (default),Press report - verify,,2025-04-24,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPU1AtZ0twYjVRbGlJWFF0aENDbmJ5dXdBekhrQnpsdmRrTUFVRS1SZDU1M211dGdyb2VROFQ5aHZqbUFBX2JGM1NtSkpOeURVRVRYSHRLMmlSeDlkbVlDMGZ1ZXZ1aHpCc21sbjY0NTh4b1RhaWZjY3dLaGI1Y1AzM25uenBiZjRYNGl4OXF1c2czUXJ4U3lVaFlrLWVrN0JwTkdaaDEwMDR1b2N5MDVvU01BRmlQRWt4cTlSXzZ3eFRCZ2tsZ2JmZnVLQ1ZuNVBkclHSAdcBQVVfeXFMTm96NXFSTVNlZWJEMmh1dC1fYTdmSXFtTkJsMW5JX2hOMkxmWXlZR3g4VGRDVGNQQXdTTTZRZk42aldVd3UyaVd5QmR5QmxGalZiLVNKXzgwdFpOVkxla1FjYWk2UlZMZk1aNEk5MUZSRGNPWThGYi1qRms3NXdlUzBxVkNneVd5MzZUbHJMQkduMGtYR1JPQy1WMlZxWlNpYVhnWWI5bEhZWF9qa213b2k3MTBXTUpka3phS3JFVHljYzk4SFJvd3NfVHg5cEppWHpkMUt6Q3c?oc=5,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPU1AtZ0twYjVRbGlJWFF0aENDbmJ5dXdBekhrQnpsdmRrTUFVRS1SZDU1M211dGdyb2VROFQ5aHZqbUFBX2JGM1NtSkpOeURVRVRYSHRLMmlSeDlkbVlDMGZ1ZXZ1aHpCc21sbjY0NTh4b1RhaWZjY3dLaGI1Y1AzM25uenBiZjRYNGl4OXF1c2czUXJ4U3lVaFlrLWVrN0JwTkdaaDEwMDR1b2N5MDVvU01BRmlQRWt4cTlSXzZ3eFRCZ2tsZ2JmZnVLQ1ZuNVBkclHSAdcBQVVfeXFMTm96NXFSTVNlZWJEMmh1dC1fYTdmSXFtTkJsMW5JX2hOMkxmWXlZR3g4VGRDVGNQQXdTTTZRZk42aldVd3UyaVd5QmR5QmxGalZiLVNKXzgwdFpOVkxla1FjYWk2UlZMZk1aNEk5MUZSRGNPWThGYi1qRms3NXdlUzBxVkNneVd5MzZUbHJMQkduMGtYR1JPQy1WMlZxWlNpYVhnWWI5bEhZWF9qa213b2k3MTBXTUpka3phS3JFVHljYzk4SFJvd3NfVHg5cEppWHpkMUt6Q3c?oc=5
71,NVVN,Sunsure And Enerica Wins NVVN Auction For 250 MW BESS At Tariffs As Low As ₹6.64 Per kWh - solarquarter.com,Solar + Storage,250.0,,Sunsure,,,2027-07-28,10,24 months from award (Solar + Storage),Press report - verify,,2025-07-28,https://news.google.com/rss/articles/CBMizgFBVV95cUxQQUpzSmtqM3NGVllWeWVicDFQOV80ZU5lX3VkVmozUVpIdnhaeHpUMWxVNG1nemNDTnBnUnR2b2pTS19yVUw4eHFjTVpDdlVwRDY1VTlkQk5tcDBLdnoxVFFkWjFSbGlHY24wRDVBelBRY1JObjFlQUFSUU5KN3hDV3EtZGtxaVJib0xXbDh2NGZvaURES2s5MHRvSkd3QlIzQmNKcDZ3a2JRMmJQemk4QzBUb0w0ZHdib01EUVUwTmRFYlQzdzdUVVlnbDYydw?oc=5,https://news.google.com/rss/articles/CBMizgFBVV95cUxQQUpzSmtqM3NGVllWeWVicDFQOV80ZU5lX3VkVmozUVpIdnhaeHpUMWxVNG1nemNDTnBnUnR2b2pTS19yVUw4eHFjTVpDdlVwRDY1VTlkQk5tcDBLdnoxVFFkWjFSbGlHY24wRDVBelBRY1JObjFlQUFSUU5KN3hDV3EtZGtxaVJib0xXbDh2NGZvaURES2s5MHRvSkd3QlIzQmNKcDZ3a2JRMmJQemk4QzBUb0w0ZHdib01EUVUwTmRFYlQzdzdUVVlnbDYydw?oc=5
72,KREDL,Pace Digitek Wins KREDL’s 250 MW Solar/1.1 GWh BESS Project in Karnataka - megaproject.com,Solar + Storage,250.0,Karnataka,Pace Digitek,,,2028-02-12,17,24 months from award (Solar + Storage),Press report - verify,,2026-02-12,https://news.google.com/rss/articles/CBMisAFBVV95cUxPMEN4R3dJdEl3RTI3QjdkRjYxWXpqMFdXQ2lLQ0c0WVlRYUZlVThsRC1nX3JxeTFvZjBqSFdZZXQ4Q1JlTnVpd3ltT1p5UDRyelRtdVJFSDdJV2dETFVJbHpTZW5mT3BZREZsc3hxVEpPVndZR3VCUjFibGZPdjFaNDBVOXlrVk5LbXZiYy00X0k3UXRDd29RSTZtdDU0ZjA5OGFJNW9zWFVabTN6V1ZQVw?oc=5,https://news.google.com/rss/articles/CBMisAFBVV95cUxPMEN4R3dJdEl3RTI3QjdkRjYxWXpqMFdXQ2lLQ0c0WVlRYUZlVThsRC1nX3JxeTFvZjBqSFdZZXQ4Q1JlTnVpd3ltT1p5UDRyelRtdVJFSDdJV2dETFVJbHpTZW5mT3BZREZsc3hxVEpPVndZR3VCUjFibGZPdjFaNDBVOXlrVk5LbXZiYy00X0k3UXRDd29RSTZtdDU0ZjA5OGFJNW9zWFVabTN6V1ZQVw?oc=5
73,KREDL,Pace Digitek Wins 250 MW Solar Plus 1100 MWh BESS Project From KREDL At Pavagada - SolarQuarter,Solar + Storage,250.0,,Pace Digitek,,,2028-02-11,17,24 months from award (Solar + Storage),Press report - verify,,2026-02-11,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOck0yN0gxd1N1ZGhoVnVTSGxxZkEtck91anJFdHFieUI5eGY4MEFubms2UUVjZkZqaWRwb3RTaUg1YnlrQzNwdENlVFNnOGRTNktDUU40M29qc1RCWkhaTmc4eXFsOEdwX0c3bWxua2dZeGcxSFowLWVZQklxVkszRzB2c0xhWFZ4TmhpTWg4WVBxUWdrUzVpRUJRV1UxNEQ1QTloTXA0S0hXV19kT040akJkdXhZSXoz?oc=5,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOck0yN0gxd1N1ZGhoVnVTSGxxZkEtck91anJFdHFieUI5eGY4MEFubms2UUVjZkZqaWRwb3RTaUg1YnlrQzNwdENlVFNnOGRTNktDUU40M29qc1RCWkhaTmc4eXFsOEdwX0c3bWxua2dZeGcxSFowLWVZQklxVkszRzB2c0xhWFZ4TmhpTWg4WVBxUWdrUzVpRUJRV1UxNEQ1QTloTXA0S0hXV19kT040akJkdXhZSXoz?oc=5
74,GUVNL,NLC Juniper Powerica Cu-Built Win GUVNL 250 MW Wind Auction - Construction World,Wind,250.0,,Juniper,,,2028-07-17,22,24 months from award (Wind),Press report - verify,,2026-07-17,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPeHdHc0ZabDN0dEdWZGxMRnBTUno5QkxtTVJKOGV5aUUwbVZvQ01Yc0lvMTN2WFgwVEFWVXVGQ1JZQlcyc0ZJOWR4QkYwbXNHX2poZlFtcm00QS1DbmJZVWlJT0E3WktYMXI0YkpsMldDYm5TV1ZVNkQwVG5kTjRHRURGVUJOX2VmcUdDd0VvSE1tTHdHVGQ5RXBvUld6cm1Zanh4S0x4MjlZVmZ2YWtuUzdqTnBwYmNmODNzV2thdWxvODdvNkNVZW1TSVkwWmFhUEh2QzFYNXdvTzdaWjgzcA?oc=5,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPeHdHc0ZabDN0dEdWZGxMRnBTUno5QkxtTVJKOGV5aUUwbVZvQ01Yc0lvMTN2WFgwVEFWVXVGQ1JZQlcyc0ZJOWR4QkYwbXNHX2poZlFtcm00QS1DbmJZVWlJT0E3WktYMXI0YkpsMldDYm5TV1ZVNkQwVG5kTjRHRURGVUJOX2VmcUdDd0VvSE1tTHdHVGQ5RXBvUld6cm1Zanh4S0x4MjlZVmZ2YWtuUzdqTnBwYmNmODNzV2thdWxvODdvNkNVZW1TSVkwWmFhUEh2QzFYNXdvTzdaWjgzcA?oc=5
